"('A',)","('B',)","('C',)","('D',)","('E',)","('F',)","('A', 'B')","('A', 'C')","('A', 'D')","('A', 'E')","('A', 'F')","('B', 'C')","('B', 'D')","('B', 'E')","('B', 'F')","('C', 'D')","('C', 'E')","('C', 'F')","('D', 'E')","('D', 'F')","('E', 'F')","('A', 'B', 'C')","('A', 'B', 'D')","('A', 'B', 'E')","('A', 'B', 'F')","('A', 'C', 'D')","('A', 'C', 'E')","('A', 'C', 'F')","('A', 'D', 'E')","('A', 'D', 'F')","('A', 'E', 'F')","('B', 'C', 'D')","('B', 'C', 'E')","('B', 'C', 'F')","('B', 'D', 'E')","('B', 'D', 'F')","('B', 'E', 'F')","('C', 'D', 'E')","('C', 'D', 'F')","('C', 'E', 'F')","('D', 'E', 'F')","('A', 'B', 'C', 'D')","('A', 'B', 'C', 'E')","('A', 'B', 'C', 'F')","('A', 'B', 'D', 'E')","('A', 'B', 'D', 'F')","('A', 'B', 'E', 'F')","('A', 'C', 'D', 'E')","('A', 'C', 'D', 'F')","('A', 'C', 'E', 'F')","('A', 'D', 'E', 'F')","('B', 'C', 'D', 'E')","('B', 'C', 'D', 'F')","('B', 'C', 'E', 'F')","('B', 'D', 'E', 'F')","('C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E')","('A', 'B', 'C', 'D', 'F')","('A', 'B', 'C', 'E', 'F')","('A', 'B', 'D', 'E', 'F')","('A', 'C', 'D', 'E', 'F')","('B', 'C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E', 'F')"
27,25,27,21,30,22,12,24,17,5,0,11,5,9,1,13,7,6,3,4,8,6,7,0,0,22,1,0,1,0,0,3,2,0,0,0,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,25,27,21,30,22,11,22,15,5,1,9,5,9,1,12,9,6,3,4,7,5,6,0,0,14,1,0,1,0,0,3,1,0,0,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,26,27,21,29,22,11,23,15,4,1,8,5,9,1,10,8,6,3,3,7,5,5,0,0,12,1,0,1,0,0,3,1,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27,27,21,29,22,10,23,11,4,1,9,4,10,3,10,8,7,3,3,6,5,4,1,0,11,0,0,1,0,0,3,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27,28,22,30,22,10,24,11,5,1,6,3,12,4,9,8,6,4,3,7,6,3,2,0,8,0,0,2,0,0,2,1,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27,28,22,30,21,10,22,11,6,1,6,4,13,5,11,8,6,6,2,6,6,5,2,0,12,0,0,1,0,0,5,2,1,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26,27,28,22,30,21,10,22,11,6,1,7,4,13,6,10,8,6,7,2,6,6,5,2,0,11,1,0,3,0,0,5,2,1,0,0,5,1,1,3,0,8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26,26,28,22,30,22,10,22,10,6,0,7,5,12,7,10,9,5,8,2,8,6,5,2,0,10,1,0,3,0,0,5,2,1,0,0,5,1,1,4,0,8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26,26,28,22,30,22,10,19,9,4,1,8,5,13,8,8,9,5,7,2,8,6,5,2,0,9,1,0,2,0,0,5,1,2,0,0,6,1,1,3,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,26,28,22,30,22,10,17,6,5,3,8,4,11,9,7,8,5,7,2,6,6,2,3,1,7,1,0,2,0,1,4,1,2,0,0,5,1,1,2,0,6,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,26,27,22,30,22,11,14,4,5,3,8,5,11,9,7,8,6,8,1,6,6,2,3,2,7,1,0,2,0,1,4,2,2,0,0,6,1,0,2,0,6,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26,25,27,22,29,22,12,13,4,7,4,8,6,11,9,6,9,6,8,1,6,6,2,3,3,7,3,0,2,0,2,3,2,2,0,1,6,1,0,2,0,6,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
25,25,28,22,30,22,12,13,6,7,4,9,6,10,7,6,11,6,8,1,6,6,4,3,3,7,3,0,2,0,2,3,2,2,0,1,6,1,0,2,0,6,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
23,24,28,22,29,23,10,13,6,7,4,11,6,9,5,6,10,6,8,1,5,7,4,5,2,7,3,0,2,0,2,3,2,1,0,1,2,1,0,2,0,6,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,24,28,22,29,23,10,13,7,8,4,12,6,7,5,7,10,5,9,1,5,8,5,5,2,7,3,0,2,0,2,4,1,1,0,1,2,1,0,1,0,6,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,25,28,22,29,23,10,12,6,7,4,11,6,7,8,5,9,4,9,1,5,4,4,5,2,4,3,0,1,0,1,3,1,1,0,1,1,1,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,25,28,23,30,23,10,10,7,6,4,11,6,6,9,7,8,2,9,1,4,3,4,2,2,3,2,0,1,0,1,4,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25,29,24,30,23,13,9,7,5,4,9,7,6,10,7,8,2,9,1,3,3,4,1,3,2,1,0,1,0,1,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,25,29,24,30,23,12,8,8,5,3,6,7,4,10,8,7,2,8,2,4,2,4,0,1,3,1,0,1,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,30,25,31,24,9,10,7,5,3,7,7,4,9,7,7,2,9,2,5,2,3,0,1,3,1,0,1,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,31,25,31,24,9,11,7,3,3,7,8,6,7,8,6,2,9,2,5,3,3,0,1,3,0,0,0,0,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,30,24,30,24,9,11,6,2,3,10,7,4,7,9,6,3,8,2,5,7,3,0,1,4,0,0,0,0,2,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,30,24,30,24,8,12,5,3,4,11,7,4,8,9,5,5,8,1,6,8,2,0,2,4,0,2,0,0,2,3,0,2,0,1,1,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,26,29,24,30,24,8,12,3,3,2,12,7,3,8,9,6,6,6,2,5,8,1,0,2,4,0,2,0,0,1,3,0,2,0,1,1,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,29,25,30,24,9,12,4,3,2,12,8,3,9,9,3,6,8,2,5,7,2,0,1,6,0,2,0,0,1,4,0,3,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,28,25,31,24,10,13,5,4,3,11,7,3,8,10,3,7,8,2,5,8,2,0,1,6,0,4,0,0,1,3,0,3,0,1,1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,28,25,31,24,10,11,6,3,2,11,6,3,8,9,3,7,5,2,4,7,3,0,1,5,0,4,0,0,0,2,0,3,0,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,28,25,30,24,11,11,6,3,2,11,7,4,8,7,3,7,3,3,3,6,4,0,1,4,0,4,0,0,0,2,0,3,0,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,29,26,30,24,11,10,6,3,2,13,7,3,8,6,3,8,3,3,4,4,4,0,1,3,0,4,0,0,0,2,0,4,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,29,26,30,24,12,10,6,3,2,13,8,3,9,7,3,8,3,4,4,6,4,0,3,2,0,4,0,0,0,3,0,6,0,2,0,0,2,1,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,25,29,26,29,24,12,10,6,2,3,14,8,4,6,7,2,8,3,4,3,8,4,0,4,1,0,4,0,1,0,3,0,6,1,1,0,0,2,0,0,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,26,29,27,29,24,12,11,6,2,4,13,8,4,7,7,3,8,3,4,3,8,3,0,4,1,0,4,0,2,0,4,0,6,1,1,0,0,2,0,0,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,25,29,27,29,23,11,13,5,3,3,12,7,4,5,6,5,8,3,2,4,9,3,0,2,2,0,4,0,0,0,4,0,3,1,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,29,27,29,22,10,15,7,3,1,10,7,4,5,7,5,7,4,2,4,7,3,0,0,2,0,1,0,0,0,3,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,28,27,29,22,8,16,7,3,1,9,7,4,6,5,4,9,4,1,5,8,1,0,0,2,0,1,0,0,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,27,29,22,9,17,8,4,1,7,5,4,5,5,4,8,4,1,5,8,1,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,26,29,23,10,17,8,4,2,6,6,4,5,6,4,8,4,1,5,8,1,0,0,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,26,29,23,10,16,8,4,2,7,5,4,5,6,6,8,4,2,5,8,0,0,0,5,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,25,29,23,8,14,7,2,3,6,2,5,3,6,9,7,4,1,5,6,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26,29,25,28,23,8,15,5,3,3,7,1,5,4,6,9,7,4,1,4,5,0,0,0,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,29,25,28,23,9,15,5,3,4,8,1,7,4,6,8,8,4,0,5,6,0,0,1,4,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,28,25,28,23,10,15,5,3,3,8,2,7,4,7,8,7,4,2,5,7,1,0,1,5,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,28,25,28,23,8,15,6,4,4,8,3,7,4,7,8,7,3,2,6,3,1,0,1,5,1,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,28,26,28,23,8,15,8,4,4,6,4,7,2,7,8,6,5,3,6,3,2,1,1,4,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,28,26,28,23,7,15,8,4,4,5,4,9,2,7,7,5,6,3,6,3,2,1,1,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,28,26,28,23,7,14,7,5,4,4,3,8,1,8,4,5,6,4,5,2,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,26,28,26,28,23,7,13,6,6,4,5,3,8,1,7,3,4,5,5,5,3,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27,28,26,28,23,7,13,5,7,5,6,3,6,1,8,4,3,4,5,6,4,1,1,1,1,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,26,28,23,8,12,5,7,4,5,3,6,1,8,5,2,4,5,6,4,1,1,1,1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,28,28,23,11,12,5,6,4,4,4,6,0,7,5,2,4,5,6,3,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,28,28,23,10,13,5,5,3,4,5,5,0,9,7,2,3,7,6,2,2,1,0,2,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,29,28,28,23,10,13,5,6,3,5,5,5,1,8,8,2,4,7,6,3,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,30,28,28,22,9,13,6,8,3,4,6,7,1,9,8,3,5,7,6,3,3,1,0,2,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,29,28,27,23,9,13,6,7,3,4,5,9,2,8,7,3,4,7,5,3,2,1,0,2,1,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,29,27,27,23,9,13,5,7,3,5,6,9,2,9,7,3,3,6,5,4,3,1,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,30,27,28,22,10,13,5,7,2,5,5,10,2,9,8,3,4,6,3,4,3,2,0,2,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,30,27,28,22,10,14,5,6,2,4,5,10,3,9,7,3,4,6,3,4,3,2,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,29,30,26,28,22,9,13,6,5,2,6,5,8,3,9,7,1,4,6,3,4,3,2,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,29,30,26,28,21,9,12,6,5,3,6,4,8,2,9,7,1,5,6,3,4,3,1,0,2,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,29,30,26,27,21,9,11,6,4,2,7,4,6,3,9,8,1,6,5,4,4,3,1,0,2,2,0,1,0,0,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,29,31,26,27,21,9,11,6,4,2,7,4,6,3,7,8,2,6,6,3,4,3,1,0,2,2,0,1,0,0,2,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,31,26,27,21,8,11,6,4,2,7,5,6,3,7,9,4,4,6,2,3,2,2,0,2,2,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,29,31,26,27,21,10,13,8,4,2,7,6,7,3,8,8,4,3,5,2,5,3,1,0,3,1,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,29,31,26,27,21,10,14,9,3,2,7,7,8,3,6,8,4,3,4,2,6,4,2,0,3,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28,31,26,27,21,11,15,9,3,2,8,7,7,1,6,8,3,4,3,2,7,5,2,0,4,2,0,1,0,0,2,2,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,28,32,23,27,20,11,16,5,3,2,8,6,6,1,5,9,3,5,3,1,6,2,1,0,2,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,28,31,23,26,20,12,15,6,4,1,7,7,6,2,5,7,3,5,4,1,5,3,1,0,2,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,28,31,24,26,20,13,15,6,4,1,7,6,5,1,5,8,3,6,5,1,5,3,1,0,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,27,31,24,26,20,14,15,5,5,1,6,5,6,1,5,7,3,7,5,2,5,2,4,0,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,27,31,24,27,20,14,14,7,5,0,6,5,7,1,5,9,3,6,5,2,6,4,4,0,1,3,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,23,27,20,13,14,7,6,1,6,5,7,1,5,9,3,6,6,3,6,4,3,0,1,4,0,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,23,27,20,12,13,6,6,1,6,5,7,1,5,7,4,7,6,3,5,4,4,0,1,4,1,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,23,26,20,11,14,7,5,1,5,5,7,2,6,7,2,8,6,2,4,4,4,0,3,1,1,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,23,26,20,12,13,7,5,1,4,5,6,3,6,6,3,9,7,2,3,4,4,0,3,1,1,3,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,23,26,20,12,12,7,5,1,4,5,7,3,6,6,4,9,7,2,3,4,4,0,1,0,2,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,23,26,19,13,11,6,5,1,4,5,7,3,7,5,4,10,9,1,3,4,3,1,1,0,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,24,26,19,13,11,5,5,2,4,7,6,3,9,6,4,9,8,2,3,3,3,1,2,0,2,2,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,25,29,25,26,19,12,12,5,5,2,5,6,6,2,10,4,4,10,8,2,3,2,2,1,4,0,2,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,29,25,25,19,11,11,6,6,2,6,6,5,2,8,5,4,8,9,2,4,3,2,1,4,0,2,1,1,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25,28,26,24,19,11,12,8,5,2,6,5,5,3,8,5,5,7,8,2,4,4,2,1,3,0,2,0,1,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,28,25,24,20,11,12,7,5,1,6,4,5,3,8,4,4,6,9,2,4,4,2,1,3,0,1,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,29,25,23,21,11,12,8,6,1,6,3,3,4,6,4,4,6,9,2,5,3,2,1,3,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,29,25,23,20,12,13,8,6,1,7,3,4,4,6,5,5,6,9,2,4,3,2,1,4,1,1,0,1,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,29,25,23,21,12,13,9,6,2,7,4,4,4,8,4,5,6,8,2,4,4,2,1,2,1,1,1,0,0,0,2,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,29,25,23,21,12,13,10,6,2,8,5,4,4,9,5,5,6,7,2,4,6,2,1,2,1,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,29,25,23,22,12,13,10,6,2,10,6,3,4,11,4,5,7,7,3,5,6,2,1,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,28,29,25,23,22,11,12,9,6,1,12,7,3,4,11,4,5,8,7,4,7,6,2,0,2,1,0,3,0,0,2,1,0,1,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,28,29,25,23,22,11,12,9,5,3,13,7,3,2,9,4,5,8,6,4,7,6,2,0,2,1,0,3,1,0,2,1,0,1,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,29,25,23,22,11,11,11,5,3,12,7,3,2,9,4,5,7,6,4,6,6,2,0,3,1,0,3,1,0,3,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,28,29,24,23,22,12,9,12,5,5,12,6,3,2,9,4,4,6,6,3,7,6,2,0,5,1,1,3,3,0,3,0,0,1,0,0,0,1,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,24,23,22,12,10,12,5,5,13,6,3,3,9,4,6,4,4,4,7,6,2,1,5,2,1,2,2,0,4,0,0,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,25,22,22,12,10,12,5,4,13,6,4,3,8,2,7,5,3,5,7,5,2,1,4,2,0,3,2,0,4,0,0,1,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,29,25,22,22,11,10,12,5,4,15,8,4,4,8,3,7,8,2,5,6,5,2,1,6,2,0,3,2,0,3,0,0,1,0,0,1,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,27,30,25,22,22,10,11,12,5,4,15,7,4,4,8,3,7,8,2,6,7,5,2,1,7,2,0,3,0,1,2,0,0,1,0,1,1,0,2,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,30,25,22,22,11,10,12,5,4,15,6,6,5,10,5,8,8,3,6,7,3,2,1,8,2,0,3,0,1,2,1,0,0,0,2,1,1,2,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,27,32,25,22,22,9,10,10,5,4,16,7,4,6,11,5,8,7,3,4,5,3,0,2,7,2,0,3,0,0,3,1,0,0,0,1,1,1,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,26,30,24,22,21,9,9,9,5,3,13,7,4,5,9,5,7,6,2,4,4,3,0,2,6,2,0,1,0,0,3,1,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,26,30,24,22,20,10,9,9,4,3,12,6,3,4,8,5,7,6,2,3,4,2,0,3,5,2,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,29,24,22,20,9,10,10,5,3,10,5,4,3,8,5,7,6,2,3,3,1,0,3,5,1,0,2,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,28,23,22,20,9,10,8,5,2,10,3,4,3,9,5,7,5,2,3,3,1,0,2,3,2,0,1,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,26,26,24,22,20,9,11,9,6,2,10,4,5,3,7,3,6,5,3,3,3,1,1,2,3,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,26,26,22,21,21,7,9,8,6,3,10,4,5,3,7,3,5,4,3,3,3,2,1,2,3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,26,25,22,21,21,8,11,9,5,3,9,4,5,3,8,1,4,4,4,3,3,3,0,2,5,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27,26,22,21,21,9,11,10,5,3,8,4,5,4,10,1,4,4,3,3,3,5,0,2,6,0,1,1,1,1,3,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
